ID,Image1,Image2,Type
372,9__M_Right_ring_finger.BMP,9__M_Left_middle_finger.BMP,1
373,9__M_Right_ring_finger.BMP,9__M_Right_middle_finger.BMP,1
374,9__M_Right_ring_finger.BMP,9__M_Left_little_finger.BMP,1
375,9__M_Right_ring_finger.BMP,9__M_Right_little_finger.BMP,1
376,9__M_Right_ring_finger.BMP,9__M_Left_index_finger.BMP,1
377,9__M_Right_ring_finger.BMP,9__M_Right_index_finger.BMP,1
378,9__M_Left_thumb_finger.BMP,9__M_Right_thumb_finger.BMP,1
379,9__M_Left_thumb_finger.BMP,9__M_Left_middle_finger.BMP,1
380,9__M_Left_thumb_finger.BMP,9__M_Right_middle_finger.BMP,1
381,9__M_Left_thumb_finger.BMP,9__M_Left_little_finger.BMP,1
382,9__M_Left_thumb_finger.BMP,9__M_Right_little_finger.BMP,1
383,9__M_Left_thumb_finger.BMP,9__M_Left_index_finger.BMP,1
384,9__M_Left_thumb_finger.BMP,9__M_Right_index_finger.BMP,1
385,9__M_Right_thumb_finger.BMP,9__M_Left_middle_finger.BMP,1
386,9__M_Right_thumb_finger.BMP,9__M_Right_middle_finger.BMP,1
387,9__M_Right_thumb_finger.BMP,9__M_Left_little_finger.BMP,1
388,9__M_Right_thumb_finger.BMP,9__M_Right_little_finger.BMP,1
389,9__M_Right_thumb_finger.BMP,9__M_Left_index_finger.BMP,1
390,9__M_Right_thumb_finger.BMP,9__M_Right_index_finger.BMP,1
391,9__M_Left_middle_finger.BMP,9__M_Right_middle_finger.BMP,1
392,9__M_Left_middle_finger.BMP,9__M_Left_little_finger.BMP,1
393,9__M_Left_middle_finger.BMP,9__M_Right_little_finger.BMP,1
394,9__M_Left_middle_finger.BMP,9__M_Left_index_finger.BMP,1
395,9__M_Left_middle_finger.BMP,9__M_Right_index_finger.BMP,1
396,9__M_Right_middle_finger.BMP,9__M_Left_little_finger.BMP,1
397,9__M_Right_middle_finger.BMP,9__M_Right_little_finger.BMP,1
398,9__M_Right_middle_finger.BMP,9__M_Left_index_finger.BMP,1
399,9__M_Right_middle_finger.BMP,9__M_Right_index_finger.BMP,1
400,9__M_Left_little_finger.BMP,9__M_Right_little_finger.BMP,1
401,9__M_Left_little_finger.BMP,9__M_Left_index_finger.BMP,1
402,9__M_Left_little_finger.BMP,9__M_Right_index_finger.BMP,1
403,9__M_Right_little_finger.BMP,9__M_Left_index_finger.BMP,1
404,9__M_Right_little_finger.BMP,9__M_Right_index_finger.BMP,1
405,9__M_Left_index_finger.BMP,9__M_Right_index_finger.BMP,1
406,10__M_Left_ring_finger.BMP,10__M_Right_ring_finger.BMP,1
407,10__M_Left_ring_finger.BMP,10__M_Left_thumb_finger.BMP,1
408,10__M_Left_ring_finger.BMP,10__M_Right_thumb_finger.BMP,1
409,10__M_Left_ring_finger.BMP,10__M_Left_middle_finger.BMP,1
410,10__M_Left_ring_finger.BMP,10__M_Right_middle_finger.BMP,1
411,10__M_Left_ring_finger.BMP,10__M_Left_little_finger.BMP,1
412,10__M_Left_ring_finger.BMP,10__M_Right_little_finger.BMP,1
413,10__M_Left_ring_finger.BMP,10__M_Left_index_finger.BMP,1
414,10__M_Left_ring_finger.BMP,10__M_Right_index_finger.BMP,1
415,10__M_Right_ring_finger.BMP,10__M_Left_thumb_finger.BMP,1
416,10__M_Right_ring_finger.BMP,10__M_Right_thumb_finger.BMP,1
417,10__M_Right_ring_finger.BMP,10__M_Left_middle_finger.BMP,1
418,10__M_Right_ring_finger.BMP,10__M_Right_middle_finger.BMP,1
419,10__M_Right_ring_finger.BMP,10__M_Left_little_finger.BMP,1
420,10__M_Right_ring_finger.BMP,10__M_Right_little_finger.BMP,1
421,10__M_Right_ring_finger.BMP,10__M_Left_index_finger.BMP,1
422,10__M_Right_ring_finger.BMP,10__M_Right_index_finger.BMP,1
423,10__M_Left_thumb_finger.BMP,10__M_Right_thumb_finger.BMP,1
424,10__M_Left_thumb_finger.BMP,10__M_Left_middle_finger.BMP,1
425,10__M_Left_thumb_finger.BMP,10__M_Right_middle_finger.BMP,1
426,10__M_Left_thumb_finger.BMP,10__M_Left_little_finger.BMP,1
427,10__M_Left_thumb_finger.BMP,10__M_Right_little_finger.BMP,1
428,10__M_Left_thumb_finger.BMP,10__M_Left_index_finger.BMP,1
429,10__M_Left_thumb_finger.BMP,10__M_Right_index_finger.BMP,1
430,10__M_Right_thumb_finger.BMP,10__M_Left_middle_finger.BMP,1
431,10__M_Right_thumb_finger.BMP,10__M_Right_middle_finger.BMP,1
432,10__M_Right_thumb_finger.BMP,10__M_Left_little_finger.BMP,1
433,10__M_Right_thumb_finger.BMP,10__M_Right_little_finger.BMP,1
434,10__M_Right_thumb_finger.BMP,10__M_Left_index_finger.BMP,1
435,10__M_Right_thumb_finger.BMP,10__M_Right_index_finger.BMP,1
436,10__M_Left_middle_finger.BMP,10__M_Right_middle_finger.BMP,1
437,10__M_Left_middle_finger.BMP,10__M_Left_little_finger.BMP,1
438,10__M_Left_middle_finger.BMP,10__M_Right_little_finger.BMP,1
439,10__M_Left_middle_finger.BMP,10__M_Left_index_finger.BMP,1
440,10__M_Left_middle_finger.BMP,10__M_Right_index_finger.BMP,1
441,10__M_Right_middle_finger.BMP,10__M_Left_little_finger.BMP,1
442,10__M_Right_middle_finger.BMP,10__M_Right_little_finger.BMP,1
443,10__M_Right_middle_finger.BMP,10__M_Left_index_finger.BMP,1
444,10__M_Right_middle_finger.BMP,10__M_Right_index_finger.BMP,1
445,10__M_Left_little_finger.BMP,10__M_Right_little_finger.BMP,1
446,10__M_Left_little_finger.BMP,10__M_Left_index_finger.BMP,1
447,10__M_Left_little_finger.BMP,10__M_Right_index_finger.BMP,1
448,10__M_Right_little_finger.BMP,10__M_Left_index_finger.BMP,1
449,10__M_Right_little_finger.BMP,10__M_Right_index_finger.BMP,1
450,10__M_Left_index_finger.BMP,10__M_Right_index_finger.BMP,1
451,11__M_Left_ring_finger.BMP,11__M_Right_ring_finger.BMP,1
452,11__M_Left_ring_finger.BMP,11__M_Left_thumb_finger.BMP,1
453,11__M_Left_ring_finger.BMP,11__M_Right_thumb_finger.BMP,1
454,11__M_Left_ring_finger.BMP,11__M_Left_middle_finger.BMP,1
455,11__M_Left_ring_finger.BMP,11__M_Right_middle_finger.BMP,1
456,11__M_Left_ring_finger.BMP,11__M_Left_little_finger.BMP,1
457,11__M_Left_ring_finger.BMP,11__M_Right_little_finger.BMP,1
458,11__M_Left_ring_finger.BMP,11__M_Left_index_finger.BMP,1
459,11__M_Left_ring_finger.BMP,11__M_Right_index_finger.BMP,1
460,11__M_Right_ring_finger.BMP,11__M_Left_thumb_finger.BMP,1
461,11__M_Right_ring_finger.BMP,11__M_Right_thumb_finger.BMP,1
462,11__M_Right_ring_finger.BMP,11__M_Left_middle_finger.BMP,1
463,11__M_Right_ring_finger.BMP,11__M_Right_middle_finger.BMP,1
464,11__M_Right_ring_finger.BMP,11__M_Left_little_finger.BMP,1
465,11__M_Right_ring_finger.BMP,11__M_Right_little_finger.BMP,1
466,11__M_Right_ring_finger.BMP,11__M_Left_index_finger.BMP,1
467,11__M_Right_ring_finger.BMP,11__M_Right_index_finger.BMP,1
468,11__M_Left_thumb_finger.BMP,11__M_Right_thumb_finger.BMP,1
469,11__M_Left_thumb_finger.BMP,11__M_Left_middle_finger.BMP,1
470,11__M_Left_thumb_finger.BMP,11__M_Right_middle_finger.BMP,1
471,11__M_Left_thumb_finger.BMP,11__M_Left_little_finger.BMP,1
472,11__M_Left_thumb_finger.BMP,11__M_Right_little_finger.BMP,1
473,11__M_Left_thumb_finger.BMP,11__M_Left_index_finger.BMP,1
474,11__M_Left_thumb_finger.BMP,11__M_Right_index_finger.BMP,1
475,11__M_Right_thumb_finger.BMP,11__M_Left_middle_finger.BMP,1
476,11__M_Right_thumb_finger.BMP,11__M_Right_middle_finger.BMP,1
477,11__M_Right_thumb_finger.BMP,11__M_Left_little_finger.BMP,1
478,11__M_Right_thumb_finger.BMP,11__M_Right_little_finger.BMP,1
479,11__M_Right_thumb_finger.BMP,11__M_Left_index_finger.BMP,1
480,11__M_Right_thumb_finger.BMP,11__M_Right_index_finger.BMP,1
481,11__M_Left_middle_finger.BMP,11__M_Right_middle_finger.BMP,1
482,11__M_Left_middle_finger.BMP,11__M_Left_little_finger.BMP,1
483,11__M_Left_middle_finger.BMP,11__M_Right_little_finger.BMP,1
484,11__M_Left_middle_finger.BMP,11__M_Left_index_finger.BMP,1
485,11__M_Left_middle_finger.BMP,11__M_Right_index_finger.BMP,1
486,11__M_Right_middle_finger.BMP,11__M_Left_little_finger.BMP,1
487,11__M_Right_middle_finger.BMP,11__M_Right_little_finger.BMP,1
488,11__M_Right_middle_finger.BMP,11__M_Left_index_finger.BMP,1
489,11__M_Right_middle_finger.BMP,11__M_Right_index_finger.BMP,1
490,11__M_Left_little_finger.BMP,11__M_Right_little_finger.BMP,1
491,11__M_Left_little_finger.BMP,11__M_Left_index_finger.BMP,1
492,11__M_Left_little_finger.BMP,11__M_Right_index_finger.BMP,1
493,11__M_Right_little_finger.BMP,11__M_Left_index_finger.BMP,1
494,11__M_Right_little_finger.BMP,11__M_Right_index_finger.BMP,1
495,11__M_Left_index_finger.BMP,11__M_Right_index_finger.BMP,1
496,12__M_Left_ring_finger.BMP,12__M_Right_ring_finger.BMP,1
497,12__M_Left_ring_finger.BMP,12__M_Left_thumb_finger.BMP,1
498,12__M_Left_ring_finger.BMP,12__M_Right_thumb_finger.BMP,1
499,12__M_Left_ring_finger.BMP,12__M_Left_middle_finger.BMP,1
500,12__M_Left_ring_finger.BMP,12__M_Right_middle_finger.BMP,1
501,12__M_Left_ring_finger.BMP,12__M_Left_little_finger.BMP,1
502,12__M_Left_ring_finger.BMP,12__M_Right_little_finger.BMP,1
503,12__M_Left_ring_finger.BMP,12__M_Left_index_finger.BMP,1
504,12__M_Left_ring_finger.BMP,12__M_Right_index_finger.BMP,1
505,12__M_Right_ring_finger.BMP,12__M_Left_thumb_finger.BMP,1
506,12__M_Right_ring_finger.BMP,12__M_Right_thumb_finger.BMP,1
507,12__M_Right_ring_finger.BMP,12__M_Left_middle_finger.BMP,1
508,12__M_Right_ring_finger.BMP,12__M_Right_middle_finger.BMP,1
509,12__M_Right_ring_finger.BMP,12__M_Left_little_finger.BMP,1
510,12__M_Right_ring_finger.BMP,12__M_Right_little_finger.BMP,1
511,12__M_Right_ring_finger.BMP,12__M_Left_index_finger.BMP,1
512,12__M_Right_ring_finger.BMP,12__M_Right_index_finger.BMP,1
513,12__M_Left_thumb_finger.BMP,12__M_Right_thumb_finger.BMP,1
514,12__M_Left_thumb_finger.BMP,12__M_Left_middle_finger.BMP,1
515,12__M_Left_thumb_finger.BMP,12__M_Right_middle_finger.BMP,1
516,12__M_Left_thumb_finger.BMP,12__M_Left_little_finger.BMP,1
517,12__M_Left_thumb_finger.BMP,12__M_Right_little_finger.BMP,1
518,12__M_Left_thumb_finger.BMP,12__M_Left_index_finger.BMP,1
519,12__M_Left_thumb_finger.BMP,12__M_Right_index_finger.BMP,1
520,12__M_Right_thumb_finger.BMP,12__M_Left_middle_finger.BMP,1
521,12__M_Right_thumb_finger.BMP,12__M_Right_middle_finger.BMP,1
522,12__M_Right_thumb_finger.BMP,12__M_Left_little_finger.BMP,1
523,12__M_Right_thumb_finger.BMP,12__M_Right_little_finger.BMP,1
524,12__M_Right_thumb_finger.BMP,12__M_Left_index_finger.BMP,1
525,12__M_Right_thumb_finger.BMP,12__M_Right_index_finger.BMP,1
526,12__M_Left_middle_finger.BMP,12__M_Right_middle_finger.BMP,1
527,12__M_Left_middle_finger.BMP,12__M_Left_little_finger.BMP,1
528,12__M_Left_middle_finger.BMP,12__M_Right_little_finger.BMP,1
529,12__M_Left_middle_finger.BMP,12__M_Left_index_finger.BMP,1
530,12__M_Left_middle_finger.BMP,12__M_Right_index_finger.BMP,1
531,12__M_Right_middle_finger.BMP,12__M_Left_little_finger.BMP,1
532,12__M_Right_middle_finger.BMP,12__M_Right_little_finger.BMP,1
533,12__M_Right_middle_finger.BMP,12__M_Left_index_finger.BMP,1
534,12__M_Right_middle_finger.BMP,12__M_Right_index_finger.BMP,1
535,12__M_Left_little_finger.BMP,12__M_Right_little_finger.BMP,1
536,12__M_Left_little_finger.BMP,12__M_Left_index_finger.BMP,1
537,12__M_Left_little_finger.BMP,12__M_Right_index_finger.BMP,1
538,12__M_Right_little_finger.BMP,12__M_Left_index_finger.BMP,1
539,12__M_Right_little_finger.BMP,12__M_Right_index_finger.BMP,1
540,12__M_Left_index_finger.BMP,12__M_Right_index_finger.BMP,1
541,13__M_Left_ring_finger.BMP,13__M_Right_ring_finger.BMP,1
542,13__M_Left_ring_finger.BMP,13__M_Left_thumb_finger.BMP,1
543,13__M_Left_ring_finger.BMP,13__M_Right_thumb_finger.BMP,1
544,13__M_Left_ring_finger.BMP,13__M_Left_middle_finger.BMP,1
545,13__M_Left_ring_finger.BMP,13__M_Right_middle_finger.BMP,1
546,13__M_Left_ring_finger.BMP,13__M_Left_little_finger.BMP,1
547,13__M_Left_ring_finger.BMP,13__M_Right_little_finger.BMP,1
548,13__M_Left_ring_finger.BMP,13__M_Left_index_finger.BMP,1
549,13__M_Left_ring_finger.BMP,13__M_Right_index_finger.BMP,1
550,13__M_Right_ring_finger.BMP,13__M_Left_thumb_finger.BMP,1
551,13__M_Right_ring_finger.BMP,13__M_Right_thumb_finger.BMP,1
552,13__M_Right_ring_finger.BMP,13__M_Left_middle_finger.BMP,1
553,13__M_Right_ring_finger.BMP,13__M_Right_middle_finger.BMP,1
554,13__M_Right_ring_finger.BMP,13__M_Left_little_finger.BMP,1
555,13__M_Right_ring_finger.BMP,13__M_Right_little_finger.BMP,1
556,13__M_Right_ring_finger.BMP,13__M_Left_index_finger.BMP,1
557,13__M_Right_ring_finger.BMP,13__M_Right_index_finger.BMP,1
558,13__M_Left_thumb_finger.BMP,13__M_Right_thumb_finger.BMP,1
559,13__M_Left_thumb_finger.BMP,13__M_Left_middle_finger.BMP,1
560,13__M_Left_thumb_finger.BMP,13__M_Right_middle_finger.BMP,1
561,13__M_Left_thumb_finger.BMP,13__M_Left_little_finger.BMP,1
562,13__M_Left_thumb_finger.BMP,13__M_Right_little_finger.BMP,1
563,13__M_Left_thumb_finger.BMP,13__M_Left_index_finger.BMP,1
564,13__M_Left_thumb_finger.BMP,13__M_Right_index_finger.BMP,1
565,13__M_Right_thumb_finger.BMP,13__M_Left_middle_finger.BMP,1
566,13__M_Right_thumb_finger.BMP,13__M_Right_middle_finger.BMP,1
567,13__M_Right_thumb_finger.BMP,13__M_Left_little_finger.BMP,1
568,13__M_Right_thumb_finger.BMP,13__M_Right_little_finger.BMP,1
569,13__M_Right_thumb_finger.BMP,13__M_Left_index_finger.BMP,1
570,13__M_Right_thumb_finger.BMP,13__M_Right_index_finger.BMP,1
571,13__M_Left_middle_finger.BMP,13__M_Right_middle_finger.BMP,1
572,13__M_Left_middle_finger.BMP,13__M_Left_little_finger.BMP,1
573,13__M_Left_middle_finger.BMP,13__M_Right_little_finger.BMP,1
574,13__M_Left_middle_finger.BMP,13__M_Left_index_finger.BMP,1
575,13__M_Left_middle_finger.BMP,13__M_Right_index_finger.BMP,1
576,13__M_Right_middle_finger.BMP,13__M_Left_little_finger.BMP,1
577,13__M_Right_middle_finger.BMP,13__M_Right_little_finger.BMP,1
578,13__M_Right_middle_finger.BMP,13__M_Left_index_finger.BMP,1
579,13__M_Right_middle_finger.BMP,13__M_Right_index_finger.BMP,1
580,13__M_Left_little_finger.BMP,13__M_Right_little_finger.BMP,1
581,13__M_Left_little_finger.BMP,13__M_Left_index_finger.BMP,1
582,13__M_Left_little_finger.BMP,13__M_Right_index_finger.BMP,1
583,13__M_Right_little_finger.BMP,13__M_Left_index_finger.BMP,1
584,13__M_Right_little_finger.BMP,13__M_Right_index_finger.BMP,1
585,13__M_Left_index_finger.BMP,13__M_Right_index_finger.BMP,1
586,14__M_Left_ring_finger.BMP,14__M_Right_ring_finger.BMP,1
587,14__M_Left_ring_finger.BMP,14__M_Left_thumb_finger.BMP,1
588,14__M_Left_ring_finger.BMP,14__M_Right_thumb_finger.BMP,1
589,14__M_Left_ring_finger.BMP,14__M_Left_middle_finger.BMP,1
590,14__M_Left_ring_finger.BMP,14__M_Right_middle_finger.BMP,1
591,14__M_Left_ring_finger.BMP,14__M_Left_little_finger.BMP,1
592,14__M_Left_ring_finger.BMP,14__M_Right_little_finger.BMP,1
593,14__M_Left_ring_finger.BMP,14__M_Left_index_finger.BMP,1
594,14__M_Left_ring_finger.BMP,14__M_Right_index_finger.BMP,1
595,14__M_Right_ring_finger.BMP,14__M_Left_thumb_finger.BMP,1
596,14__M_Right_ring_finger.BMP,14__M_Right_thumb_finger.BMP,1
597,14__M_Right_ring_finger.BMP,14__M_Left_middle_finger.BMP,1
598,14__M_Right_ring_finger.BMP,14__M_Right_middle_finger.BMP,1
599,14__M_Right_ring_finger.BMP,14__M_Left_little_finger.BMP,1
600,14__M_Right_ring_finger.BMP,14__M_Right_little_finger.BMP,1
601,14__M_Right_ring_finger.BMP,14__M_Left_index_finger.BMP,1
602,14__M_Right_ring_finger.BMP,14__M_Right_index_finger.BMP,1
603,14__M_Left_thumb_finger.BMP,14__M_Right_thumb_finger.BMP,1
604,14__M_Left_thumb_finger.BMP,14__M_Left_middle_finger.BMP,1
605,14__M_Left_thumb_finger.BMP,14__M_Right_middle_finger.BMP,1
606,14__M_Left_thumb_finger.BMP,14__M_Left_little_finger.BMP,1
607,14__M_Left_thumb_finger.BMP,14__M_Right_little_finger.BMP,1
608,14__M_Left_thumb_finger.BMP,14__M_Left_index_finger.BMP,1
609,14__M_Left_thumb_finger.BMP,14__M_Right_index_finger.BMP,1
610,14__M_Right_thumb_finger.BMP,14__M_Left_middle_finger.BMP,1
611,14__M_Right_thumb_finger.BMP,14__M_Right_middle_finger.BMP,1
612,14__M_Right_thumb_finger.BMP,14__M_Left_little_finger.BMP,1
613,14__M_Right_thumb_finger.BMP,14__M_Right_little_finger.BMP,1
614,14__M_Right_thumb_finger.BMP,14__M_Left_index_finger.BMP,1
615,14__M_Right_thumb_finger.BMP,14__M_Right_index_finger.BMP,1
616,14__M_Left_middle_finger.BMP,14__M_Right_middle_finger.BMP,1
617,14__M_Left_middle_finger.BMP,14__M_Left_little_finger.BMP,1
618,14__M_Left_middle_finger.BMP,14__M_Right_little_finger.BMP,1
619,14__M_Left_middle_finger.BMP,14__M_Left_index_finger.BMP,1
620,14__M_Left_middle_finger.BMP,14__M_Right_index_finger.BMP,1
621,14__M_Right_middle_finger.BMP,14__M_Left_little_finger.BMP,1
622,14__M_Right_middle_finger.BMP,14__M_Right_little_finger.BMP,1
623,14__M_Right_middle_finger.BMP,14__M_Left_index_finger.BMP,1
624,14__M_Right_middle_finger.BMP,14__M_Right_index_finger.BMP,1
625,14__M_Left_little_finger.BMP,14__M_Right_little_finger.BMP,1
626,14__M_Left_little_finger.BMP,14__M_Left_index_finger.BMP,1
627,14__M_Left_little_finger.BMP,14__M_Right_index_finger.BMP,1
628,14__M_Right_little_finger.BMP,14__M_Left_index_finger.BMP,1
629,14__M_Right_little_finger.BMP,14__M_Right_index_finger.BMP,1
630,14__M_Left_index_finger.BMP,14__M_Right_index_finger.BMP,1
631,15__M_Left_ring_finger.BMP,15__M_Right_ring_finger.BMP,1
632,15__M_Left_ring_finger.BMP,15__M_Left_thumb_finger.BMP,1
633,15__M_Left_ring_finger.BMP,15__M_Right_thumb_finger.BMP,1
634,15__M_Left_ring_finger.BMP,15__M_Left_middle_finger.BMP,1
635,15__M_Left_ring_finger.BMP,15__M_Right_middle_finger.BMP,1
636,15__M_Left_ring_finger.BMP,15__M_Left_little_finger.BMP,1
637,15__M_Left_ring_finger.BMP,15__M_Right_little_finger.BMP,1
638,15__M_Left_ring_finger.BMP,15__M_Left_index_finger.BMP,1
639,15__M_Left_ring_finger.BMP,15__M_Right_index_finger.BMP,1
640,15__M_Right_ring_finger.BMP,15__M_Left_thumb_finger.BMP,1
641,15__M_Right_ring_finger.BMP,15__M_Right_thumb_finger.BMP,1
642,15__M_Right_ring_finger.BMP,15__M_Left_middle_finger.BMP,1
643,15__M_Right_ring_finger.BMP,15__M_Right_middle_finger.BMP,1
644,15__M_Right_ring_finger.BMP,15__M_Left_little_finger.BMP,1
645,15__M_Right_ring_finger.BMP,15__M_Right_little_finger.BMP,1
646,15__M_Right_ring_finger.BMP,15__M_Left_index_finger.BMP,1
647,15__M_Right_ring_finger.BMP,15__M_Right_index_finger.BMP,1
648,15__M_Left_thumb_finger.BMP,15__M_Right_thumb_finger.BMP,1
649,15__M_Left_thumb_finger.BMP,15__M_Left_middle_finger.BMP,1
650,15__M_Left_thumb_finger.BMP,15__M_Right_middle_finger.BMP,1
651,15__M_Left_thumb_finger.BMP,15__M_Left_little_finger.BMP,1
652,15__M_Left_thumb_finger.BMP,15__M_Right_little_finger.BMP,1
653,15__M_Left_thumb_finger.BMP,15__M_Left_index_finger.BMP,1
654,15__M_Left_thumb_finger.BMP,15__M_Right_index_finger.BMP,1
655,15__M_Right_thumb_finger.BMP,15__M_Left_middle_finger.BMP,1
656,15__M_Right_thumb_finger.BMP,15__M_Right_middle_finger.BMP,1
657,15__M_Right_thumb_finger.BMP,15__M_Left_little_finger.BMP,1
658,15__M_Right_thumb_finger.BMP,15__M_Right_little_finger.BMP,1
659,15__M_Right_thumb_finger.BMP,15__M_Left_index_finger.BMP,1
660,15__M_Right_thumb_finger.BMP,15__M_Right_index_finger.BMP,1
661,15__M_Left_middle_finger.BMP,15__M_Right_middle_finger.BMP,1
662,15__M_Left_middle_finger.BMP,15__M_Left_little_finger.BMP,1
663,15__M_Left_middle_finger.BMP,15__M_Right_little_finger.BMP,1
664,15__M_Left_middle_finger.BMP,15__M_Left_index_finger.BMP,1
665,15__M_Left_middle_finger.BMP,15__M_Right_index_finger.BMP,1
666,15__M_Right_middle_finger.BMP,15__M_Left_little_finger.BMP,1
667,15__M_Right_middle_finger.BMP,15__M_Right_little_finger.BMP,1
668,15__M_Right_middle_finger.BMP,15__M_Left_index_finger.BMP,1
669,15__M_Right_middle_finger.BMP,15__M_Right_index_finger.BMP,1
670,15__M_Left_little_finger.BMP,15__M_Right_little_finger.BMP,1
671,15__M_Left_little_finger.BMP,15__M_Left_index_finger.BMP,1
672,15__M_Left_little_finger.BMP,15__M_Right_index_finger.BMP,1
673,15__M_Right_little_finger.BMP,15__M_Left_index_finger.BMP,1
674,15__M_Right_little_finger.BMP,15__M_Right_index_finger.BMP,1
675,15__M_Left_index_finger.BMP,15__M_Right_index_finger.BMP,1
676,16__M_Left_ring_finger.BMP,16__M_Right_ring_finger.BMP,1
677,16__M_Left_ring_finger.BMP,16__M_Left_thumb_finger.BMP,1
678,16__M_Left_ring_finger.BMP,16__M_Right_thumb_finger.BMP,1
679,16__M_Left_ring_finger.BMP,16__M_Left_middle_finger.BMP,1
680,16__M_Left_ring_finger.BMP,16__M_Right_middle_finger.BMP,1
681,16__M_Left_ring_finger.BMP,16__M_Left_little_finger.BMP,1
682,16__M_Left_ring_finger.BMP,16__M_Right_little_finger.BMP,1
683,16__M_Left_ring_finger.BMP,16__M_Left_index_finger.BMP,1
684,16__M_Left_ring_finger.BMP,16__M_Right_index_finger.BMP,1
685,16__M_Right_ring_finger.BMP,16__M_Left_thumb_finger.BMP,1
686,16__M_Right_ring_finger.BMP,16__M_Right_thumb_finger.BMP,1
687,16__M_Right_ring_finger.BMP,16__M_Left_middle_finger.BMP,1
688,16__M_Right_ring_finger.BMP,16__M_Right_middle_finger.BMP,1
689,16__M_Right_ring_finger.BMP,16__M_Left_little_finger.BMP,1
690,16__M_Right_ring_finger.BMP,16__M_Right_little_finger.BMP,1
691,16__M_Right_ring_finger.BMP,16__M_Left_index_finger.BMP,1
692,16__M_Right_ring_finger.BMP,16__M_Right_index_finger.BMP,1
693,16__M_Left_thumb_finger.BMP,16__M_Right_thumb_finger.BMP,1
694,16__M_Left_thumb_finger.BMP,16__M_Left_middle_finger.BMP,1
695,16__M_Left_thumb_finger.BMP,16__M_Right_middle_finger.BMP,1
696,16__M_Left_thumb_finger.BMP,16__M_Left_little_finger.BMP,1
697,16__M_Left_thumb_finger.BMP,16__M_Right_little_finger.BMP,1
698,16__M_Left_thumb_finger.BMP,16__M_Left_index_finger.BMP,1
699,16__M_Left_thumb_finger.BMP,16__M_Right_index_finger.BMP,1
700,16__M_Right_thumb_finger.BMP,16__M_Left_middle_finger.BMP,1
701,16__M_Right_thumb_finger.BMP,16__M_Right_middle_finger.BMP,1
702,16__M_Right_thumb_finger.BMP,16__M_Left_little_finger.BMP,1
703,16__M_Right_thumb_finger.BMP,16__M_Right_little_finger.BMP,1
704,16__M_Right_thumb_finger.BMP,16__M_Left_index_finger.BMP,1
705,16__M_Right_thumb_finger.BMP,16__M_Right_index_finger.BMP,1
706,16__M_Left_middle_finger.BMP,16__M_Right_middle_finger.BMP,1
707,16__M_Left_middle_finger.BMP,16__M_Left_little_finger.BMP,1
708,16__M_Left_middle_finger.BMP,16__M_Right_little_finger.BMP,1
709,16__M_Left_middle_finger.BMP,16__M_Left_index_finger.BMP,1
710,16__M_Left_middle_finger.BMP,16__M_Right_index_finger.BMP,1
711,16__M_Right_middle_finger.BMP,16__M_Left_little_finger.BMP,1
712,16__M_Right_middle_finger.BMP,16__M_Right_little_finger.BMP,1
713,16__M_Right_middle_finger.BMP,16__M_Left_index_finger.BMP,1
